CustomerID,Age,Gender,Marital Status,Education Level,Occupation,Income Level,Interactions with Customer Service,Customer Preferences,Preferred Contact Time,Preferred Language
16163,63,Male,Married,High School Diploma,Lawyer,90728,In-Person,Email,Weekends,Mandarin
16168,42,Male,Divorced,Master's Degree,Engineer,115575,Chat,Text,Weekends,Spanish
16186,51,Female,Married,Associate Degree,Lawyer,117187,Phone,Email,Morning,French
16191,26,Male,Divorced,High School Diploma,Lawyer,89386,Phone,Mail,Anytime,German
16202,32,Male,Single,Associate Degree,Teacher,67178,Email,Mail,Morning,English
16203,59,Male,Divorced,Associate Degree,Doctor,119693,Phone,Email,Afternoon,Mandarin
16206,48,Female,Widowed,Bachelor's Degree,Nurse,30010,Chat,Text,Afternoon,German
16210,40,Female,Divorced,Associate Degree,Artist,73501,Phone,Email,Anytime,Spanish
16218,70,Male,Widowed,Bachelor's Degree,Teacher,134035,Chat,In-Person Meeting,Weekends,German
16221,45,Female,Divorced,Doctorate,Entrepreneur,87585,Phone,Phone,Evening,English
16222,69,Male,Single,Doctorate,Manager,55044,Email,Email,Evening,English
16233,41,Male,Widowed,High School Diploma,Lawyer,69778,Chat,Phone,Morning,Mandarin
16235,43,Male,Divorced,Doctorate,Salesperson,132593,In-Person,Mail,Weekends,English
16241,26,Male,Single,Bachelor's Degree,Doctor,70280,Mobile App,Text,Anytime,Mandarin
16244,58,Male,Divorced,Doctorate,Teacher,28246,In-Person,Text,Weekends,German
16250,64,Male,Single,High School Diploma,Doctor,105009,Phone,In-Person Meeting,Evening,German
16252,45,Male,Single,Associate Degree,Doctor,123834,Chat,Text,Afternoon,German
16255,23,Female,Married,Associate Degree,Manager,82127,Chat,Mail,Weekends,German
16262,54,Male,Separated,Master's Degree,Entrepreneur,135332,Email,Mail,Weekends,English
16265,40,Male,Single,High School Diploma,Entrepreneur,38400,Email,Text,Weekends,French
16270,43,Male,Widowed,Associate Degree,Teacher,113059,Email,In-Person Meeting,Weekends,German
16271,43,Female,Divorced,Associate Degree,Lawyer,53036,Phone,In-Person Meeting,Weekends,French
16274,34,Female,Divorced,Bachelor's Degree,Engineer,99408,Chat,Email,Morning,German
16279,55,Female,Divorced,Doctorate,Salesperson,99747,Chat,Mail,Morning,French
16282,48,Female,Widowed,High School Diploma,Nurse,137945,Mobile App,Email,Anytime,French
16293,30,Female,Married,High School Diploma,Entrepreneur,39758,Chat,Text,Anytime,French
16303,53,Male,Married,Doctorate,Nurse,134654,Mobile App,Mail,Weekends,Mandarin
16306,64,Male,Divorced,Master's Degree,Lawyer,68280,Phone,In-Person Meeting,Evening,English
16315,23,Female,Divorced,Associate Degree,Artist,62974,In-Person,Mail,Morning,Spanish
16316,44,Female,Married,Bachelor's Degree,Teacher,146158,Mobile App,Mail,Anytime,Spanish
16321,32,Female,Divorced,Associate Degree,Salesperson,132860,In-Person,Text,Weekends,Mandarin
16326,47,Female,Widowed,Doctorate,Salesperson,67399,Email,Phone,Weekends,Mandarin
16327,56,Male,Separated,Master's Degree,Lawyer,42273,Email,Email,Evening,German
16333,64,Male,Divorced,Bachelor's Degree,Artist,137537,Chat,Phone,Anytime,Spanish
16350,43,Female,Single,Associate Degree,Salesperson,79131,Mobile App,Email,Weekends,German
16351,64,Male,Married,Associate Degree,Nurse,67062,Chat,Email,Anytime,German
16353,57,Male,Single,Bachelor's Degree,Artist,40112,In-Person,Text,Weekends,Mandarin
16359,37,Male,Single,Associate Degree,Doctor,26094,Mobile App,Phone,Weekends,Spanish
16365,47,Female,Single,High School Diploma,Artist,97987,Email,Phone,Morning,Spanish
16367,24,Male,Married,Associate Degree,Nurse,116748,Chat,Mail,Anytime,French
16378,37,Male,Widowed,Master's Degree,Artist,105766,Chat,In-Person Meeting,Weekends,French
16385,33,Female,Widowed,High School Diploma,Salesperson,68017,Chat,Email,Afternoon,French
16387,57,Female,Divorced,Doctorate,Doctor,27706,In-Person,Text,Afternoon,English
16393,42,Male,Married,Bachelor's Degree,Salesperson,37782,Mobile App,Mail,Morning,French
16395,19,Female,Separated,Doctorate,Lawyer,36691,Email,Mail,Afternoon,Mandarin
16401,55,Female,Divorced,Doctorate,Manager,83120,In-Person,In-Person Meeting,Afternoon,Spanish
16402,46,Male,Married,Master's Degree,Salesperson,101418,In-Person,Mail,Weekends,German
16403,43,Male,Widowed,High School Diploma,Lawyer,45118,Phone,In-Person Meeting,Anytime,French
16405,31,Male,Divorced,High School Diploma,Nurse,101737,Mobile App,Mail,Evening,German
16407,37,Male,Single,Doctorate,Entrepreneur,96465,Mobile App,Email,Evening,French
16409,68,Male,Married,Doctorate,Entrepreneur,40728,In-Person,In-Person Meeting,Afternoon,French
16411,57,Female,Divorced,Doctorate,Teacher,54239,Email,In-Person Meeting,Evening,French
16419,56,Female,Married,Bachelor's Degree,Teacher,131091,Mobile App,Mail,Anytime,Spanish
16422,35,Female,Single,Doctorate,Manager,133367,In-Person,Mail,Evening,German
16424,33,Male,Married,Doctorate,Engineer,106283,In-Person,Mail,Evening,Mandarin
16442,37,Female,Married,Associate Degree,Teacher,105429,Mobile App,Email,Anytime,Mandarin
16455,45,Male,Separated,High School Diploma,Doctor,125138,Email,Email,Afternoon,French
16456,27,Male,Single,High School Diploma,Doctor,101551,Phone,Mail,Anytime,French
16458,20,Male,Widowed,Master's Degree,Nurse,31646,In-Person,In-Person Meeting,Morning,English
16470,53,Male,Widowed,Doctorate,Artist,106454,In-Person,Email,Weekends,English
16473,24,Male,Single,Master's Degree,Doctor,99734,In-Person,Email,Morning,German
16477,48,Female,Divorced,Master's Degree,Manager,22850,Chat,Mail,Morning,Spanish
16493,67,Female,Single,Master's Degree,Manager,81478,Mobile App,Email,Anytime,German
16496,56,Male,Married,Doctorate,Manager,98788,Phone,Mail,Morning,Mandarin
16497,69,Female,Married,Associate Degree,Engineer,96148,Email,Email,Anytime,English
16499,39,Male,Single,Associate Degree,Engineer,123460,Chat,Email,Anytime,Mandarin
16500,42,Male,Divorced,Associate Degree,Artist,110857,Chat,Phone,Morning,Spanish
16503,68,Male,Single,Bachelor's Degree,Entrepreneur,75266,Email,Mail,Evening,French
16510,29,Female,Separated,High School Diploma,Engineer,143911,Phone,In-Person Meeting,Evening,French
16515,23,Male,Married,Associate Degree,Manager,115765,In-Person,Text,Morning,German
16519,24,Female,Divorced,Doctorate,Salesperson,68713,Mobile App,In-Person Meeting,Afternoon,Mandarin
16520,35,Female,Widowed,High School Diploma,Manager,24951,Chat,In-Person Meeting,Weekends,German
16523,68,Male,Separated,Associate Degree,Doctor,134848,Chat,Phone,Weekends,French
16525,60,Female,Divorced,Bachelor's Degree,Entrepreneur,137383,Phone,Email,Afternoon,Spanish
16531,34,Male,Married,Master's Degree,Teacher,52411,Chat,Email,Evening,Spanish
16532,25,Female,Single,Master's Degree,Artist,68059,Chat,Mail,Afternoon,French
16539,20,Female,Married,Associate Degree,Entrepreneur,135104,Chat,Text,Anytime,German
16546,65,Female,Single,High School Diploma,Lawyer,143941,Mobile App,Text,Weekends,Mandarin
16549,19,Male,Divorced,Associate Degree,Manager,25961,In-Person,Text,Afternoon,English
16550,56,Male,Divorced,Associate Degree,Doctor,116359,Mobile App,Email,Evening,Mandarin
16551,37,Male,Married,Doctorate,Teacher,49563,Phone,Email,Weekends,French
16552,26,Male,Separated,Doctorate,Artist,144888,Email,Mail,Evening,German
16553,31,Female,Single,Doctorate,Artist,104871,Mobile App,In-Person Meeting,Morning,Spanish
16554,38,Male,Widowed,High School Diploma,Teacher,120909,Mobile App,Text,Morning,Mandarin
16556,40,Male,Widowed,Doctorate,Artist,43810,Chat,Phone,Anytime,French
16558,33,Male,Married,High School Diploma,Lawyer,131431,Mobile App,Phone,Weekends,Mandarin
16560,54,Male,Divorced,Doctorate,Entrepreneur,143695,In-Person,Text,Anytime,French
16565,30,Female,Separated,Master's Degree,Lawyer,136901,Mobile App,Mail,Evening,German
16567,47,Male,Widowed,Doctorate,Lawyer,84284,In-Person,Phone,Weekends,French
16570,70,Female,Married,Master's Degree,Nurse,109259,In-Person,Mail,Morning,German
16579,40,Male,Widowed,Associate Degree,Artist,87389,Email,Email,Afternoon,German
16583,27,Male,Married,Associate Degree,Salesperson,36781,Email,Text,Weekends,English
16593,41,Male,Divorced,High School Diploma,Salesperson,52857,Phone,Email,Afternoon,Spanish
16596,56,Male,Married,Bachelor's Degree,Teacher,27171,Phone,Phone,Morning,German
16600,30,Female,Widowed,Associate Degree,Salesperson,72910,Email,Email,Afternoon,German
16607,64,Female,Married,Associate Degree,Lawyer,44393,Mobile App,Mail,Evening,Spanish
16612,39,Male,Separated,Associate Degree,Lawyer,93532,Mobile App,Email,Evening,German
16618,22,Female,Widowed,Doctorate,Entrepreneur,128927,In-Person,Text,Weekends,English
16634,56,Female,Single,High School Diploma,Lawyer,98388,Chat,Mail,Weekends,German
16638,32,Female,Married,Master's Degree,Doctor,81030,Mobile App,Phone,Weekends,French
16654,31,Female,Married,Bachelor's Degree,Salesperson,109568,Phone,Phone,Morning,English
16655,57,Female,Married,High School Diploma,Teacher,27683,Chat,Mail,Morning,Mandarin
16656,56,Male,Separated,High School Diploma,Salesperson,99923,Mobile App,Phone,Morning,French
16658,57,Female,Divorced,Master's Degree,Teacher,67139,Mobile App,Email,Weekends,Spanish
16660,21,Female,Married,Doctorate,Salesperson,69462,Phone,Mail,Evening,French
16665,70,Male,Single,Doctorate,Engineer,33108,Chat,Mail,Afternoon,French
16670,20,Male,Married,Master's Degree,Nurse,102631,Chat,In-Person Meeting,Anytime,Mandarin
16676,52,Female,Single,Doctorate,Lawyer,42870,Chat,Text,Weekends,English
16679,68,Female,Married,Associate Degree,Nurse,83419,In-Person,Mail,Morning,Spanish
16684,50,Female,Widowed,Associate Degree,Entrepreneur,77002,Chat,Email,Afternoon,Spanish
16686,61,Female,Married,Bachelor's Degree,Engineer,36984,Phone,Text,Weekends,Mandarin
16700,20,Female,Widowed,Doctorate,Salesperson,110659,Mobile App,Phone,Evening,German
16701,23,Female,Single,Associate Degree,Doctor,124131,Phone,In-Person Meeting,Anytime,English
16705,31,Male,Divorced,Bachelor's Degree,Entrepreneur,133497,Email,Text,Morning,German
16710,68,Female,Widowed,High School Diploma,Entrepreneur,144631,In-Person,Mail,Evening,English
16711,57,Female,Separated,Bachelor's Degree,Manager,127738,Chat,Text,Morning,German
16713,41,Male,Divorced,Associate Degree,Engineer,105486,Phone,Email,Afternoon,English
16714,54,Male,Married,Doctorate,Lawyer,133576,Email,In-Person Meeting,Evening,Spanish
16716,31,Female,Single,Associate Degree,Entrepreneur,58854,Chat,Email,Weekends,French
16717,53,Male,Divorced,High School Diploma,Lawyer,57352,Email,In-Person Meeting,Morning,English
16718,19,Female,Married,Master's Degree,Entrepreneur,66575,Chat,Mail,Evening,English
16719,54,Female,Widowed,High School Diploma,Teacher,28969,Phone,Mail,Morning,English
16722,57,Female,Single,Doctorate,Entrepreneur,128242,In-Person,Mail,Weekends,French
16725,43,Male,Married,Master's Degree,Doctor,130554,Email,Email,Morning,Mandarin
16726,49,Male,Divorced,Bachelor's Degree,Salesperson,135276,Email,Email,Morning,French
16727,48,Female,Single,Doctorate,Engineer,104542,Phone,Text,Morning,English
16730,69,Female,Divorced,Bachelor's Degree,Entrepreneur,44013,Chat,Phone,Anytime,German
16735,20,Female,Separated,Associate Degree,Nurse,85291,Phone,Phone,Afternoon,German
16743,58,Male,Married,Bachelor's Degree,Nurse,69187,Chat,Mail,Evening,French
16745,67,Male,Widowed,High School Diploma,Teacher,146606,Mobile App,In-Person Meeting,Afternoon,German
16746,30,Female,Separated,Associate Degree,Nurse,44556,Mobile App,Mail,Morning,French
16748,33,Female,Separated,High School Diploma,Engineer,145344,Phone,Text,Evening,Spanish
16752,26,Male,Divorced,Associate Degree,Teacher,141194,Chat,Email,Evening,German
16754,23,Male,Single,Associate Degree,Nurse,94921,Email,Text,Morning,French
16755,63,Female,Single,Associate Degree,Manager,109834,Phone,In-Person Meeting,Afternoon,German
16757,25,Male,Married,Bachelor's Degree,Salesperson,24816,In-Person,Phone,Weekends,Spanish
16767,34,Female,Married,Associate Degree,Artist,35564,Mobile App,Phone,Morning,English
16770,30,Female,Separated,High School Diploma,Manager,49349,Mobile App,Email,Afternoon,German
16771,51,Male,Single,Associate Degree,Salesperson,115158,Mobile App,Email,Anytime,French
16775,23,Female,Divorced,Bachelor's Degree,Entrepreneur,40569,Phone,Phone,Weekends,English
16779,40,Female,Separated,Master's Degree,Artist,93940,Mobile App,In-Person Meeting,Morning,French
16781,34,Female,Married,Master's Degree,Teacher,101557,Email,Text,Evening,French
16782,42,Female,Married,Bachelor's Degree,Doctor,134865,Chat,Phone,Afternoon,German
16791,56,Male,Divorced,Doctorate,Entrepreneur,81176,Mobile App,Text,Anytime,German
16795,36,Female,Divorced,Master's Degree,Doctor,81691,Chat,Email,Weekends,French
16805,52,Female,Single,Associate Degree,Salesperson,138595,In-Person,Mail,Anytime,French
16810,70,Male,Separated,Bachelor's Degree,Entrepreneur,122735,Email,In-Person Meeting,Weekends,German
16812,35,Male,Divorced,Bachelor's Degree,Engineer,40588,Phone,Text,Evening,French
16814,64,Male,Widowed,Master's Degree,Lawyer,93497,Mobile App,Email,Weekends,French
16816,35,Male,Divorced,Associate Degree,Teacher,117916,Chat,In-Person Meeting,Afternoon,English
16817,70,Male,Single,Master's Degree,Teacher,24654,Mobile App,In-Person Meeting,Weekends,English
16833,39,Female,Married,Master's Degree,Lawyer,62394,Chat,Mail,Anytime,Spanish
16835,68,Male,Separated,Bachelor's Degree,Salesperson,85875,Mobile App,Mail,Afternoon,French
16839,30,Male,Widowed,High School Diploma,Nurse,39720,Chat,Mail,Morning,Mandarin
16843,54,Female,Single,Associate Degree,Engineer,116914,In-Person,Text,Morning,German
16850,38,Female,Married,Bachelor's Degree,Nurse,119286,Chat,In-Person Meeting,Anytime,Mandarin
16858,30,Female,Separated,Associate Degree,Engineer,51986,Mobile App,Mail,Morning,German
16861,50,Female,Widowed,High School Diploma,Entrepreneur,37008,Chat,Phone,Anytime,English
16863,45,Female,Separated,Associate Degree,Salesperson,39472,Phone,Email,Evening,German
16873,69,Female,Separated,Associate Degree,Entrepreneur,137606,Mobile App,In-Person Meeting,Anytime,French
16875,36,Male,Widowed,Bachelor's Degree,Salesperson,145192,In-Person,Phone,Afternoon,German
16882,40,Female,Married,Associate Degree,Manager,122302,Phone,In-Person Meeting,Morning,Spanish
16883,39,Male,Married,Bachelor's Degree,Lawyer,80979,Email,Email,Evening,French
16885,26,Female,Widowed,Doctorate,Lawyer,101287,In-Person,Mail,Afternoon,French
16889,22,Female,Separated,Master's Degree,Nurse,145558,Mobile App,Mail,Afternoon,German
16891,54,Male,Single,Master's Degree,Engineer,66831,Chat,Email,Weekends,German
16892,29,Male,Separated,Bachelor's Degree,Entrepreneur,83715,Phone,Phone,Weekends,Spanish
16893,35,Female,Divorced,Associate Degree,Artist,112083,Chat,Text,Anytime,French
16897,64,Male,Single,Bachelor's Degree,Doctor,53516,Chat,Email,Evening,French
16898,42,Female,Single,High School Diploma,Doctor,120687,Phone,In-Person Meeting,Anytime,Mandarin
16899,39,Female,Single,Master's Degree,Teacher,75599,In-Person,Phone,Morning,German
16904,38,Male,Separated,High School Diploma,Entrepreneur,67469,Chat,In-Person Meeting,Afternoon,Mandarin
16905,36,Male,Married,Doctorate,Salesperson,149115,Chat,Mail,Afternoon,Mandarin
16907,41,Male,Separated,Doctorate,Salesperson,144262,Chat,Email,Morning,French
16912,53,Female,Separated,Associate Degree,Doctor,24685,In-Person,Mail,Weekends,French
16916,35,Male,Widowed,High School Diploma,Manager,36761,Chat,Text,Morning,English
16918,56,Female,Divorced,Bachelor's Degree,Doctor,67813,Email,Mail,Morning,Spanish
16919,64,Male,Married,Doctorate,Lawyer,73693,In-Person,Phone,Evening,English
16923,42,Male,Divorced,Doctorate,Doctor,118914,Chat,In-Person Meeting,Morning,Mandarin
16926,47,Male,Widowed,Master's Degree,Entrepreneur,96023,Chat,Mail,Morning,German
16927,39,Male,Separated,Doctorate,Salesperson,109686,Mobile App,Mail,Morning,German
16928,40,Female,Married,High School Diploma,Teacher,118942,Phone,Mail,Weekends,Mandarin
16931,59,Male,Married,Bachelor's Degree,Salesperson,57650,Mobile App,Mail,Anytime,German
16938,45,Male,Divorced,High School Diploma,Teacher,92619,Mobile App,Email,Afternoon,German
16943,56,Male,Single,High School Diploma,Doctor,111759,Phone,Phone,Weekends,German
16945,22,Female,Married,High School Diploma,Lawyer,114321,Phone,Phone,Morning,French
16948,35,Male,Separated,High School Diploma,Engineer,47847,Email,Email,Anytime,German
16949,33,Male,Single,Doctorate,Lawyer,96592,Email,Mail,Afternoon,German
16950,20,Female,Married,Doctorate,Doctor,120322,Phone,Text,Evening,Spanish
16954,64,Male,Single,High School Diploma,Nurse,114643,Email,Text,Anytime,Spanish
16955,42,Female,Separated,Master's Degree,Nurse,65337,In-Person,In-Person Meeting,Afternoon,French
16983,60,Male,Widowed,Associate Degree,Salesperson,26406,In-Person,Phone,Weekends,Mandarin
16985,47,Female,Married,High School Diploma,Engineer,110675,Mobile App,Text,Weekends,German
16992,29,Female,Single,Doctorate,Lawyer,120285,Phone,In-Person Meeting,Afternoon,Mandarin
16995,23,Male,Single,High School Diploma,Lawyer,33250,Mobile App,Email,Afternoon,French
16996,60,Male,Widowed,Master's Degree,Engineer,144701,Email,Phone,Evening,French
16997,61,Male,Divorced,High School Diploma,Teacher,80084,Chat,In-Person Meeting,Weekends,English
17001,31,Male,Divorced,Bachelor's Degree,Nurse,49314,Chat,In-Person Meeting,Morning,Spanish
17007,21,Female,Separated,Doctorate,Entrepreneur,88790,Mobile App,Phone,Anytime,French
17017,35,Female,Married,Associate Degree,Artist,101834,Phone,Mail,Anytime,English
17018,24,Female,Widowed,Bachelor's Degree,Doctor,60448,Chat,Mail,Evening,German
17019,64,Male,Separated,High School Diploma,Engineer,89634,Phone,Email,Afternoon,French
17025,56,Male,Widowed,Associate Degree,Teacher,47121,Mobile App,Email,Weekends,French
17026,34,Male,Widowed,Associate Degree,Entrepreneur,26869,In-Person,Mail,Weekends,German
17027,68,Female,Widowed,Doctorate,Salesperson,92868,In-Person,Mail,Weekends,French
17033,63,Female,Widowed,High School Diploma,Salesperson,42476,Mobile App,Phone,Morning,Spanish
17035,26,Male,Single,Doctorate,Salesperson,122696,Mobile App,Text,Evening,French
17041,25,Female,Separated,Associate Degree,Salesperson,146025,Mobile App,Phone,Afternoon,English
17044,27,Male,Married,Master's Degree,Lawyer,51357,Email,Email,Afternoon,German
17048,41,Male,Separated,Doctorate,Nurse,74952,Mobile App,Mail,Afternoon,French
17059,63,Male,Married,Master's Degree,Lawyer,119825,Email,Email,Anytime,Mandarin
17062,24,Male,Widowed,Associate Degree,Manager,64743,Mobile App,Email,Morning,German
17064,68,Female,Married,Associate Degree,Artist,48377,Mobile App,Mail,Evening,Mandarin
17068,61,Female,Married,Doctorate,Doctor,142244,Chat,Phone,Evening,French
17069,34,Male,Married,Master's Degree,Manager,77405,Chat,In-Person Meeting,Evening,German
17071,50,Male,Divorced,High School Diploma,Salesperson,97121,Mobile App,In-Person Meeting,Weekends,French
17075,31,Female,Widowed,Bachelor's Degree,Entrepreneur,25621,Phone,Text,Morning,French
17076,33,Male,Married,Master's Degree,Teacher,117255,Mobile App,Phone,Weekends,German
17082,67,Male,Single,Associate Degree,Manager,95004,Mobile App,Phone,Morning,Mandarin
17085,48,Female,Widowed,Doctorate,Lawyer,146303,Chat,Text,Morning,German
17090,45,Female,Single,High School Diploma,Entrepreneur,50574,Chat,In-Person Meeting,Morning,English
17091,24,Female,Divorced,Bachelor's Degree,Engineer,120373,Chat,In-Person Meeting,Morning,German
17094,35,Male,Divorced,Master's Degree,Teacher,56502,Phone,In-Person Meeting,Weekends,Spanish
17095,19,Male,Married,High School Diploma,Manager,25715,Phone,Phone,Evening,Mandarin
17097,48,Male,Divorced,Bachelor's Degree,Entrepreneur,43199,Phone,Phone,Morning,English
17105,32,Female,Married,Doctorate,Engineer,108472,In-Person,Text,Morning,German
17114,32,Male,Married,High School Diploma,Teacher,95711,Chat,Text,Evening,Spanish
17118,38,Male,Divorced,Doctorate,Salesperson,120828,In-Person,Mail,Weekends,Mandarin
17126,51,Male,Single,Doctorate,Artist,22722,Mobile App,In-Person Meeting,Morning,French
17128,36,Male,Separated,Bachelor's Degree,Artist,35158,Chat,Mail,Anytime,Spanish
17135,62,Male,Divorced,Bachelor's Degree,Nurse,34740,Chat,Email,Afternoon,English
17146,53,Male,Single,Doctorate,Artist,24319,Phone,Text,Evening,Mandarin
17147,45,Male,Single,Doctorate,Lawyer,36481,Chat,Phone,Evening,Mandarin
17158,35,Male,Single,Doctorate,Salesperson,142385,Email,Email,Afternoon,English
17179,38,Male,Separated,Master's Degree,Engineer,119947,Mobile App,Mail,Evening,French
17180,65,Female,Widowed,Master's Degree,Lawyer,89933,Phone,Mail,Weekends,Mandarin
17181,56,Male,Married,Associate Degree,Lawyer,93631,Chat,Mail,Weekends,German
17188,66,Male,Married,Master's Degree,Manager,114567,Chat,Mail,Anytime,English
17189,53,Female,Widowed,Doctorate,Entrepreneur,24591,Phone,Mail,Afternoon,German
17191,56,Male,Widowed,Associate Degree,Entrepreneur,104515,In-Person,Mail,Weekends,Mandarin
17194,42,Female,Married,Associate Degree,Entrepreneur,46268,Chat,Mail,Weekends,Mandarin
17198,19,Female,Single,High School Diploma,Manager,38661,Phone,Email,Anytime,German
17204,20,Male,Single,Master's Degree,Artist,101282,Phone,In-Person Meeting,Evening,Mandarin
17211,70,Male,Divorced,Doctorate,Teacher,99488,Phone,In-Person Meeting,Afternoon,English
17213,26,Male,Widowed,Bachelor's Degree,Artist,88553,Email,Mail,Evening,English
17214,63,Male,Separated,High School Diploma,Engineer,56281,Mobile App,In-Person Meeting,Weekends,French
17218,33,Male,Divorced,Bachelor's Degree,Nurse,105079,Email,Email,Morning,Spanish
17220,47,Female,Widowed,Associate Degree,Salesperson,69085,Mobile App,Mail,Afternoon,German
17223,66,Female,Separated,Doctorate,Manager,98240,Mobile App,In-Person Meeting,Evening,German
17226,65,Female,Divorced,High School Diploma,Artist,83117,Phone,Phone,Weekends,French
17227,69,Female,Married,High School Diploma,Doctor,80916,In-Person,Phone,Weekends,Spanish
17228,21,Male,Married,High School Diploma,Artist,128745,In-Person,Email,Weekends,German
17230,43,Male,Widowed,High School Diploma,Entrepreneur,148182,Phone,Text,Evening,Mandarin
17231,63,Female,Separated,High School Diploma,Lawyer,51760,Mobile App,Email,Weekends,German
17235,39,Female,Married,Master's Degree,Teacher,72314,Phone,In-Person Meeting,Afternoon,English
17236,69,Male,Divorced,Bachelor's Degree,Doctor,58214,Phone,Phone,Weekends,Mandarin
17238,65,Female,Single,High School Diploma,Nurse,135528,Chat,In-Person Meeting,Morning,French
17239,43,Female,Married,Associate Degree,Entrepreneur,119175,In-Person,Text,Anytime,French
17243,29,Male,Separated,Master's Degree,Manager,76895,In-Person,Phone,Evening,Mandarin
17251,27,Female,Widowed,Master's Degree,Teacher,91460,Mobile App,Text,Evening,Spanish
17256,38,Male,Separated,Associate Degree,Entrepreneur,77037,Email,Text,Anytime,Mandarin
17259,24,Male,Single,Bachelor's Degree,Doctor,99076,Phone,Email,Afternoon,German
17262,21,Male,Separated,Master's Degree,Engineer,73324,Mobile App,Text,Afternoon,Mandarin
17277,63,Female,Married,Associate Degree,Teacher,95830,In-Person,Mail,Afternoon,German
17284,26,Female,Married,Bachelor's Degree,Entrepreneur,96829,Chat,Text,Morning,English
17287,51,Male,Widowed,Master's Degree,Entrepreneur,134612,In-Person,Text,Evening,German
17288,35,Male,Divorced,Master's Degree,Salesperson,48302,Phone,Phone,Morning,French
17291,54,Male,Divorced,Bachelor's Degree,Doctor,85271,Email,In-Person Meeting,Weekends,French
17293,56,Female,Widowed,Bachelor's Degree,Manager,78885,Phone,Text,Morning,English
17303,31,Male,Divorced,High School Diploma,Entrepreneur,95221,Phone,Phone,Morning,Mandarin
17306,54,Male,Married,Master's Degree,Manager,31939,Phone,Phone,Afternoon,English
17307,47,Male,Widowed,Master's Degree,Doctor,79304,In-Person,Email,Afternoon,German
17311,34,Female,Single,Bachelor's Degree,Entrepreneur,55673,Chat,Email,Morning,German
17314,40,Female,Divorced,High School Diploma,Salesperson,129569,Phone,Text,Morning,Spanish
17315,41,Female,Widowed,Doctorate,Salesperson,111690,In-Person,Phone,Morning,English
17320,70,Male,Widowed,High School Diploma,Doctor,117683,Phone,In-Person Meeting,Morning,English
17324,56,Male,Widowed,Master's Degree,Nurse,115533,In-Person,Phone,Anytime,French
17329,42,Female,Divorced,Bachelor's Degree,Doctor,52011,Chat,Phone,Anytime,French
17334,22,Male,Married,Doctorate,Engineer,71446,Mobile App,Phone,Evening,Mandarin
17337,69,Female,Single,Doctorate,Lawyer,51979,Email,Mail,Evening,English
17338,69,Female,Divorced,Associate Degree,Manager,39101,Email,Text,Evening,German
17339,68,Male,Separated,High School Diploma,Manager,123472,Email,Text,Evening,Spanish
17340,45,Male,Single,High School Diploma,Salesperson,38959,In-Person,Phone,Weekends,French
17341,29,Male,Divorced,Master's Degree,Teacher,54080,Phone,Mail,Evening,English
17343,41,Female,Widowed,High School Diploma,Nurse,116145,Mobile App,Mail,Anytime,German
17346,69,Male,Separated,Master's Degree,Artist,61700,Mobile App,Mail,Anytime,English
17356,41,Male,Widowed,Master's Degree,Engineer,111964,Mobile App,Mail,Afternoon,English
17358,23,Female,Separated,High School Diploma,Artist,102470,Email,In-Person Meeting,Evening,English
17362,61,Female,Widowed,Bachelor's Degree,Entrepreneur,48309,Phone,Email,Evening,German
17364,22,Male,Married,Doctorate,Manager,51026,Phone,Mail,Morning,English
17365,70,Male,Divorced,Doctorate,Lawyer,115893,Email,Mail,Weekends,Spanish
17368,51,Female,Divorced,Doctorate,Salesperson,114879,Chat,Phone,Weekends,French
17371,65,Male,Single,Master's Degree,Lawyer,59085,Email,Mail,Anytime,Spanish
17372,61,Female,Widowed,Bachelor's Degree,Nurse,148493,Phone,Text,Evening,French
17373,24,Male,Divorced,Doctorate,Engineer,87073,In-Person,Text,Morning,Spanish
17375,41,Female,Married,Master's Degree,Lawyer,99897,Chat,Mail,Evening,English
17376,20,Male,Widowed,Master's Degree,Doctor,97602,Email,Text,Anytime,French
17377,54,Female,Separated,Associate Degree,Salesperson,145535,Chat,Email,Weekends,German
17381,35,Male,Divorced,High School Diploma,Lawyer,32799,Mobile App,Email,Afternoon,German
17389,68,Male,Single,Associate Degree,Manager,115904,In-Person,Text,Evening,Spanish
17392,68,Female,Divorced,Doctorate,Salesperson,84178,Chat,Text,Morning,French
17396,35,Female,Separated,High School Diploma,Lawyer,38229,In-Person,Phone,Weekends,Spanish
17400,43,Female,Divorced,Doctorate,Doctor,25661,Phone,Text,Evening,German
17402,24,Female,Married,High School Diploma,Nurse,148131,Phone,Phone,Afternoon,German
17404,43,Male,Single,High School Diploma,Artist,133689,Mobile App,Phone,Afternoon,Mandarin
17406,36,Female,Married,Associate Degree,Lawyer,70458,Email,Phone,Afternoon,German
17411,59,Male,Divorced,Associate Degree,Teacher,121653,In-Person,Phone,Afternoon,Spanish
17412,64,Female,Separated,Doctorate,Salesperson,118038,Mobile App,Email,Afternoon,Spanish
17418,61,Female,Separated,Doctorate,Engineer,56037,Mobile App,In-Person Meeting,Evening,French
17419,49,Male,Separated,Doctorate,Entrepreneur,32095,Chat,Phone,Anytime,Spanish
17420,31,Female,Single,Associate Degree,Teacher,90301,Mobile App,In-Person Meeting,Evening,French
17428,39,Male,Married,Bachelor's Degree,Manager,26608,Phone,In-Person Meeting,Afternoon,English
